,BoroCT2010,CT2010,NTACode,tract_fips_10
1630,5014608,14608,SI54,36085014608.0
1631,5023900,23900,SI12,36085023900.0
1632,5030302,30302,SI12,36085030302.0
1633,5007000,7000,SI36,36085007000.0
1634,5000700,700,SI22,36085000700.0
1635,5008100,8100,SI22,36085008100.0
1636,3059800,59800,BK17,36047059800.0
1637,3062600,62600,BK17,36047062600.0
1638,3035000,35000,BK23,36047035000.0
1639,3035400,35400,BK23,36047035400.0
1640,3047800,47800,BK88,36047047800.0
1641,5011201,11201,SI36,36085011201.0
1642,5011401,11401,SI36,36085011401.0
1643,1000700,700,MN25,36061000700.0
1644,1000900,900,MN25,36061000900.0
1645,5003600,3600,SI37,36085003600.0
1646,5010500,10500,SI35,36085010500.0
1647,3016100,16100,BK64,36047016100.0
1648,3003500,3500,BK68,36047003500.0
1649,3017900,17900,BK68,36047017900.0
1650,4053800,53800,QN34,36081053800.0
1651,4058200,58200,QN34,36081058200.0
1652,5000800,800,SI37,36085000800.0
1653,5004000,4000,SI08,36085004000.0
1654,3016300,16300,BK64,36047016300.0
1655,3020500,20500,BK64,36047020500.0
1656,1003900,3900,MN24,36061003900.0
1657,1003300,3300,MN24,36061003300.0
1658,1004700,4700,MN24,36061004700.0
1659,3031702,31702,BK61,36047031702.0
1660,3031900,31900,BK63,36047031900.0
1661,3032100,32100,BK63,36047032100.0
1662,3038900,38900,BK78,36047038900.0
1663,2022000,22000,BX17,36005022000.0
1664,4065501,65501,QN21,36081065501.0
1665,3038700,38700,BK35,36047038700.0
1666,3039500,39500,BK78,36047039500.0
1667,3042400,42400,BK29,36047042400.0
1668,3041200,41200,BK29,36047041200.0
1669,5027704,27704,SI24,36085027704.0
1670,3024400,24400,BK88,36047024400.0
1671,3046800,46800,BK88,36047046800.0
1672,3044900,44900,BK90,36047044900.0
1673,4053900,53900,QN20,36081053900.0
1674,1017200,17200,MN33,36061017200.0
1675,1018000,18000,MN34,36061018000.0
1676,3027500,27500,BK35,36047027500.0
1677,3027700,27700,BK35,36047027700.0
1678,3012901,12901,BK37,36047012901.0
1679,3012902,12902,BK37,36047012902.0
1680,3045300,45300,BK77,36047045300.0
1681,3048500,48500,BK78,36047048500.0
1682,1021600,21600,MN11,36061021600.0
1683,5018702,18702,SI05,36085018702.0
1684,5018902,18902,SI05,36085018902.0
1685,1019900,19900,MN09,36061019900.0
1686,4033100,33100,QN98,36081033100.0
1687,4090700,90700,QN23,36081090700.0
1688,4063700,63700,QN19,36081063700.0
1689,4063900,63900,QN19,36081063900.0
1690,5019800,19800,SI01,36085019800.0
1691,5024402,24402,SI11,36085024402.0
1692,5990100,990100,SI99,36085990100.0
1693,3030800,30800,BK26,36047030800.0
1694,3038200,38200,BK26,36047038200.0
1695,2007400,7400,BX09,36005007400.0
1696,2008600,8600,BX09,36005008600.0
1697,3118800,118800,BK83,36047118800.0
1698,3120200,120200,BK83,36047120200.0
1699,4074700,74700,QN17,36081074700.0
1700,3042500,42500,BK78,36047042500.0
1701,2046201,46201,BX13,36005046201.0
1702,2046202,46202,BX13,36005046202.0
1703,2022101,22101,BX63,36005022101.0
1704,2038301,38301,BX40,36005038301.0
1705,2038302,38302,BX40,36005038302.0
1706,4155101,155101,QN44,36081155101.0
1707,4155102,155102,QN44,36081155102.0
1708,2014702,14702,BX01,36005014702.0
1709,2016900,16900,BX01,36005016900.0
1710,2034800,34800,BX31,36005034800.0
1711,2035000,35000,BX31,36005035000.0
1712,2029500,29500,BX29,36005029500.0
1713,2029700,29700,BX29,36005029700.0
1714,4077500,77500,QN60,36081077500.0
1715,4009800,9800,QN55,36081009800.0
1716,4011000,11000,QN54,36081011000.0
1717,4088400,88400,QN57,36081088400.0
1718,4070300,70300,QN18,36081070300.0
1719,4070700,70700,QN17,36081070700.0
1720,4070900,70900,QN17,36081070900.0
1721,3048900,48900,BK78,36047048900.0
1722,3049300,49300,BK78,36047049300.0
1723,4049302,49302,QN30,36081049302.0
1724,4080302,80302,QN62,36081080302.0
1725,1008200,8200,MN20,36061008200.0
1726,5022300,22300,SI12,36085022300.0
1727,2009600,9600,BX59,36005009600.0
1728,2020100,20100,BX26,36005020100.0
1729,4021900,21900,QN31,36081021900.0
1730,4053500,53500,QN30,36081053500.0
1731,2007800,7800,BX59,36005007800.0
1732,2009200,9200,BX59,36005009200.0
1733,2029600,29600,BX49,36005029600.0
1734,2006300,6300,BX63,36005006300.0
1735,1008603,8603,MN19,36061008603.0
1736,1023801,23801,MN31,36061023801.0
1737,3079801,79801,BK60,36047079801.0
1738,3079802,79802,BK60,36047079802.0
1739,3005300,5300,BK33,36047005300.0
1740,3008500,8500,BK33,36047008500.0
1741,1019300,19300,MN09,36061019300.0
1742,1019500,19500,MN09,36061019500.0
1743,3005601,5601,BK31,36047005601.0
1744,3005602,5602,BK31,36047005602.0
1745,2013200,13200,BX52,36005013200.0
1746,3035500,35500,BK63,36047035500.0
1747,3088000,88000,BK60,36047088000.0
1748,2023100,23100,BX41,36005023100.0
1749,2039500,39500,BX01,36005039500.0
1750,2042100,42100,BX43,36005042100.0
1751,2041900,41900,BX43,36005041900.0
1752,2042500,42500,BX43,36005042500.0
1753,1029900,29900,MN01,36061029900.0
1754,1030900,30900,MN01,36061030900.0
1755,4099100,99100,QN49,36081099100.0
1756,4133300,133300,QN41,36081133300.0
1757,4134700,134700,QN41,36081134700.0
1758,4136700,136700,QN42,36081136700.0
1759,4040400,40400,QN08,36081040400.0
1760,4061601,61601,QN66,36081061601.0
1761,4062000,62000,QN66,36081062000.0
1762,4037600,37600,QN08,36081037600.0
1763,3039100,39100,BK78,36047039100.0
1764,3042300,42300,BK78,36047042300.0
1765,4001900,1900,QN31,36081001900.0
1766,4017100,17100,QN31,36081017100.0
1767,4008300,8300,QN71,36081008300.0
1768,4008100,8100,QN71,36081008100.0
1769,4008700,8700,QN71,36081008700.0
1770,1002000,2000,MN28,36061002000.0
1771,1002400,2400,MN28,36061002400.0
1772,4062400,62400,QN99,36081062400.0
1773,4062600,62600,QN66,36081062600.0
1774,4156700,156700,QN43,36081156700.0
1775,4021400,21400,QN35,36081021400.0
1776,4060100,60100,QN30,36081060100.0
1777,4060300,60300,QN21,36081060300.0
1778,1002700,2700,MN27,36061002700.0
1779,1016700,16700,MN12,36061016700.0
1780,1015900,15900,MN14,36061015900.0
1781,1016300,16300,MN12,36061016300.0
1782,4027800,27800,QN76,36081027800.0
1783,4028800,28800,QN76,36081028800.0
1784,4049301,49301,QN30,36081049301.0
1785,4049700,49700,QN30,36081049700.0
1786,1012400,12400,MN31,36061012400.0
1787,1013200,13200,MN31,36061013200.0
1788,2001900,1900,BX39,36005001900.0
1789,2002300,2300,BX39,36005002300.0
1790,5020700,20700,SI28,36085020700.0
1791,5021300,21300,SI28,36085021300.0
1792,3028000,28000,BK27,36047028000.0
1793,3028200,28200,BK27,36047028200.0
1794,4014201,14201,QN54,36081014201.0
1795,4014202,14202,QN54,36081014202.0
1796,4045200,45200,QN35,36081045200.0
1797,4045400,45400,QN35,36081045400.0
1798,4066501,66501,QN21,36081066501.0
1799,4066900,66900,QN21,36081066900.0
1800,3030700,30700,BK61,36047030700.0
1801,3034700,34700,BK61,36047034700.0
1802,4085700,85700,QN22,36081085700.0
1803,4019900,19900,QN31,36081019900.0
1804,4015100,15100,QN70,36081015100.0
1805,4016300,16300,QN70,36081016300.0
1806,4129103,129103,QN42,36081129103.0
1807,1011800,11800,MN31,36061011800.0
1808,1012600,12600,MN31,36061012600.0
1809,4147900,147900,QN45,36081147900.0
1810,4150702,150702,QN45,36081150702.0
1811,2027600,27600,BX99,36005027600.0
1812,1025500,25500,MN36,36061025500.0
1813,1026500,26500,MN36,36061026500.0
1814,4152901,152901,QN45,36081152901.0
1815,5015602,15602,SI01,36085015602.0
1816,5017011,17011,SI01,36085017011.0
1817,5014604,14604,SI54,36085014604.0
1818,5015601,15601,SI54,36085015601.0
1819,2034300,34300,BX22,36005034300.0
1820,2039700,39700,BX06,36005039700.0
1821,2039901,39901,BX05,36005039901.0
1822,2033400,33400,BX99,36005033400.0
1823,2033600,33600,BX07,36005033600.0
1824,4012301,12301,QN72,36081012301.0
1825,4013500,13500,QN72,36081013500.0
1826,4042700,42700,QN25,36081042700.0
1827,4099703,99703,QN47,36081099703.0
1828,4099704,99704,QN47,36081099704.0
1829,4036600,36600,QN08,36081036600.0
1830,1007600,7600,MN17,36061007600.0
1831,4101001,101001,QN15,36081101001.0
1832,2009000,9000,BX09,36005009000.0
1833,2019400,19400,BX52,36005019400.0
1834,2045600,45600,BX03,36005045600.0
1835,2050400,50400,BX99,36005050400.0
1836,4107201,107201,QN10,36081107201.0
1837,4107202,107202,QN99,36081107202.0
1838,4122701,122701,QN38,36081122701.0
1839,4122702,122702,QN38,36081122702.0
1840,5017010,17010,SI48,36085017010.0
1841,5020801,20801,SI32,36085020801.0
1842,4103202,103202,QN15,36081103202.0
1843,4026000,26000,QN01,36081026000.0
1844,4026200,26200,QN01,36081026200.0
1845,4018700,18700,QN31,36081018700.0
1846,3038600,38600,BK26,36047038600.0
1847,3039800,39800,BK26,36047039800.0
1848,3002300,2300,BK38,36047002300.0
1849,1000500,500,MN99,36061000500.0
1850,3004700,4700,BK33,36047004700.0
1851,5005900,5900,SI35,36085005900.0
1852,2035900,35900,BX17,36005035900.0
1853,2015500,15500,BX75,36005015500.0
1854,2016100,16100,BX75,36005016100.0
1855,2002000,2000,BX09,36005002000.0
1856,2002400,2400,BX99,36005002400.0
1857,4083700,83700,QN62,36081083700.0
1858,4079701,79701,QN22,36081079701.0
1859,4084500,84500,QN22,36081084500.0
1860,4085900,85900,QN22,36081085900.0
1861,1005000,5000,MN21,36061005000.0
1862,1005200,5200,MN13,36061005200.0
1863,2020000,20000,BX37,36005020000.0
1864,2025600,25600,BX37,36005025600.0
1865,3019100,19100,BK69,36047019100.0
1866,3053900,53900,BK72,36047053900.0
1867,2019700,19700,BX63,36005019700.0
1868,2021900,21900,BX26,36005021900.0
1869,1013600,13600,MN32,36061013600.0
1870,1013800,13800,MN32,36061013800.0
1871,3004400,4400,BK31,36047004400.0
1872,3021300,21300,BK63,36047021300.0
1873,3032500,32500,BK63,36047032500.0
1874,4064500,64500,QN17,36081064500.0
1875,4030600,30600,QN03,36081030600.0
1876,4071600,71600,QN98,36081071600.0
1877,2020502,20502,BX36,36005020502.0
1878,2024700,24700,BX36,36005024700.0
1879,2021501,21501,BX36,36005021501.0
1880,2021502,21502,BX36,36005021502.0
1881,4055200,55200,QN34,36081055200.0
1882,4130100,130100,QN43,36081130100.0
1883,4017900,17900,QN31,36081017900.0
1884,4018300,18300,QN31,36081018300.0
1885,3034000,34000,BK21,36047034000.0
1886,3035200,35200,BK21,36047035200.0
1887,4063800,63800,QN05,36081063800.0
1888,4025100,25100,QN63,36081025100.0
1889,4025302,25302,QN31,36081025302.0
1890,4023500,23500,QN31,36081023500.0
1891,4025301,25301,QN31,36081025301.0
1892,4021600,21600,QN60,36081021600.0
1893,4079000,79000,QN76,36081079000.0
1894,4081400,81400,QN55,36081081400.0
1895,4000100,100,QN31,36081000100.0
1896,4000700,700,QN31,36081000700.0
1897,2014400,14400,BX52,36005014400.0
1898,2003900,3900,BX39,36005003900.0
1899,5006700,6700,SI35,36085006700.0
1900,5007500,7500,SI35,36085007500.0
1901,3028700,28700,BK35,36047028700.0
1902,3028900,28900,BK35,36047028900.0
1903,3039300,39300,BK78,36047039300.0
1904,4065400,65400,QN05,36081065400.0
1905,4068000,68000,QN03,36081068000.0
1906,1009900,9900,MN13,36061009900.0
1907,1011700,11700,MN13,36061011700.0
1908,1031703,31703,MN25,36061031703.0
1909,1031704,31704,MN25,36061031704.0
1910,1000600,600,MN28,36061000600.0
1911,2026601,26601,BX10,36005026601.0
1912,2028400,28400,BX37,36005028400.0
1913,2026400,26400,BX52,36005026400.0
1914,2026602,26602,BX10,36005026602.0
1915,2018900,18900,BX26,36005018900.0
1916,2019300,19300,BX26,36005019300.0
1917,1000201,201,MN28,36061000201.0
1918,1000202,202,MN28,36061000202.0
1919,4024500,24500,QN63,36081024500.0
1920,4099705,99705,QN47,36081099705.0
1921,4099900,99900,QN47,36081099900.0
1922,4003400,3400,QN53,36081003400.0
1923,3118600,118600,BK83,36047118600.0
1924,4065600,65600,QN05,36081065600.0
1925,4066400,66400,QN05,36081066400.0
1926,3024100,24100,BK75,36047024100.0
1927,3123700,123700,BK75,36047123700.0
1928,2029302,29302,BX29,36005029302.0
1929,4010000,10000,QN55,36081010000.0
1930,4086400,86400,QN55,36081086400.0
1931,2006900,6900,BX34,36005006900.0
1932,2017300,17300,BX14,36005017300.0
1933,3030600,30600,BK26,36047030600.0
1934,3053500,53500,BK72,36047053500.0
1935,3054700,54700,BK73,36047054700.0
1936,3033000,33000,BK21,36047033000.0
1937,3032800,32800,BK21,36047032800.0
1938,3033600,33600,BK21,36047033600.0
1939,2021800,21800,BX08,36005021800.0
1940,2024000,24000,BX37,36005024000.0
1941,3030300,30300,BK79,36047030300.0
1942,3036501,36501,BK79,36047036501.0
1943,3079602,79602,BK60,36047079602.0
1944,3082000,82000,BK60,36047082000.0
1945,3082200,82200,BK60,36047082200.0
1946,1003400,3400,MN22,36061003400.0
1947,3000900,900,BK09,36047000900.0
1948,3078200,78200,BK91,36047078200.0
1949,3083000,83000,BK91,36047083000.0
1950,1006000,6000,MN50,36061006000.0
1951,3031500,31500,BK61,36047031500.0
1952,3019300,19300,BK69,36047019300.0
1953,3023300,23300,BK75,36047023300.0
1954,4137700,137700,QN42,36081137700.0
1955,4138502,138502,QN99,36081138502.0
1956,1028700,28700,MN35,36061028700.0
1957,1029700,29700,MN99,36061029700.0
1958,3000100,100,BK09,36047000100.0
1959,3000301,301,BK09,36047000301.0
1960,1023300,23300,MN04,36061023300.0
1961,1023700,23700,MN04,36061023700.0
1962,5029104,29104,SI05,36085029104.0
1963,5023100,23100,SI12,36085023100.0
1964,2034500,34500,BX22,36005034500.0
1965,2032300,32300,BX22,36005032300.0
1966,4047600,47600,QN06,36081047600.0
1967,4128300,128300,QN99,36081128300.0
1968,4161700,161700,QN43,36081161700.0
1969,4162100,162100,QN43,36081162100.0
1970,4018101,18101,QN31,36081018101.0
1971,4018102,18102,QN31,36081018102.0
1972,4115500,115500,QN51,36081115500.0
1973,4116700,116700,QN51,36081116700.0
1974,3077600,77600,BK58,36047077600.0
1975,3078000,78000,BK91,36047078000.0
1976,3054600,54600,BK43,36047054600.0
1977,3054800,54800,BK44,36047054800.0
1978,3082600,82600,BK95,36047082600.0
1979,3082800,82800,BK95,36047082800.0
1980,3080800,80800,BK60,36047080800.0
1981,3087600,87600,BK60,36047087600.0
1982,3022400,22400,BK88,36047022400.0
1983,3023000,23000,BK88,36047023000.0
1984,3048600,48600,BK41,36047048600.0
1985,3048800,48800,BK41,36047048800.0
1986,3022600,22600,BK88,36047022600.0
1987,3022800,22800,BK88,36047022800.0
1988,3049600,49600,BK41,36047049600.0
1989,3049800,49800,BK41,36047049800.0
1990,3050000,50000,BK40,36047050000.0
1991,3004600,4600,BK31,36047004600.0
1992,3006400,6400,BK31,36047006400.0
1993,3013800,13800,BK31,36047013800.0
1994,3016200,16200,BK31,36047016200.0
1995,3016400,16400,BK31,36047016400.0
1996,3005000,5000,BK31,36047005000.0
1997,3006200,6200,BK31,36047006200.0
1998,3014800,14800,BK30,36047014800.0
1999,3016600,16600,BK30,36047016600.0
2000,3040000,40000,BK29,36047040000.0
2001,3041000,41000,BK29,36047041000.0
2002,3023200,23200,BK88,36047023200.0
2003,3023400,23400,BK88,36047023400.0
2004,3011600,11600,BK88,36047011600.0
2005,3021600,21600,BK88,36047021600.0
2006,3021800,21800,BK88,36047021800.0
2007,3010000,10000,BK34,36047010000.0
2008,3010600,10600,BK34,36047010600.0
2009,3009000,9000,BK34,36047009000.0
2010,3009200,9200,BK34,36047009200.0
2011,3011700,11700,BK37,36047011700.0
2012,3018000,18000,BK27,36047018000.0
2013,5031901,31901,SI12,36085031901.0
2014,5032300,32300,SI12,36085032300.0
2015,3047700,47700,BK90,36047047700.0
2016,3049700,49700,BK90,36047049700.0
2017,4052800,52800,QN08,36081052800.0
2018,4039800,39800,QN08,36081039800.0
2019,4042400,42400,QN08,36081042400.0
2020,1000800,800,MN27,36061000800.0
2021,1002500,2500,MN27,36061002500.0
2022,2004300,4300,BX39,36005004300.0
2023,2004100,4100,BX39,36005004100.0
2024,2005100,5100,BX39,36005005100.0
2025,5017005,17005,SI01,36085017005.0
2026,5017600,17600,SI01,36085017600.0
2027,5013302,13302,SI22,36085013302.0
2028,5014100,14100,SI22,36085014100.0
2029,2036700,36700,BX17,36005036700.0
2030,5029103,29103,SI05,36085029103.0
2031,5027702,27702,SI24,36085027702.0
2032,5009602,9602,SI36,36085009602.0
2033,5012200,12200,SI45,36085012200.0
2034,5018100,18100,SI24,36085018100.0
2035,5027706,27706,SI24,36085027706.0
2036,5017300,17300,SI05,36085017300.0
2037,5017700,17700,SI24,36085017700.0
2038,3051002,51002,BK42,36047051002.0
2039,3079400,79400,BK95,36047079400.0
2040,1003700,3700,MN24,36061003700.0
2041,1004900,4900,MN24,36061004900.0
2042,5015100,15100,SI07,36085015100.0
2043,5018701,18701,SI07,36085018701.0
2044,3049000,49000,BK41,36047049000.0
2045,3049200,49200,BK41,36047049200.0
2046,4055700,55700,QN20,36081055700.0
2047,4056700,56700,QN19,36081056700.0
2048,5027301,27301,SI05,36085027301.0
2049,5027705,27705,SI24,36085027705.0
2050,3029500,29500,BK35,36047029500.0
2051,3038300,38300,BK35,36047038300.0
2052,4095400,95400,QN12,36081095400.0
2053,4094202,94202,QN12,36081094202.0
2054,4094203,94203,QN12,36081094203.0
2055,1002800,2800,MN28,36061002800.0
2056,1004400,4400,MN50,36061004400.0
2057,3007700,7700,BK33,36047007700.0
2058,3011900,11900,BK37,36047011900.0
2059,2013500,13500,BX35,36005013500.0
2060,2015100,15100,BX35,36005015100.0
2061,3039200,39200,BK25,36047039200.0
2062,3058400,58400,BK25,36047058400.0
2063,1008400,8400,MN17,36061008400.0
2064,1009700,9700,MN13,36061009700.0
2065,1010300,10300,MN13,36061010300.0
2066,4061000,61000,QN33,36081061000.0
2067,4061200,61200,QN33,36081061200.0
2068,3002100,2100,BK38,36047002100.0
2069,3054300,54300,BK99,36047054300.0
2070,2033700,33700,BX22,36005033700.0
2071,4052100,52100,QN30,36081052100.0
2072,2025500,25500,BX30,36005025500.0
2073,2025700,25700,BX36,36005025700.0
2074,2026100,26100,BX30,36005026100.0
2075,2026300,26300,BX30,36005026300.0
2076,2026900,26900,BX30,36005026900.0
2077,4044400,44400,QN61,36081044400.0
2078,4046800,46800,QN61,36081046800.0
2079,2012901,12901,BX33,36005012901.0
2080,2015900,15900,BX27,36005015900.0
2081,2000200,200,BX09,36005000200.0
2082,2000400,400,BX09,36005000400.0
2083,3000200,200,BK32,36047000200.0
2084,3014000,14000,BK30,36047014000.0
2085,3014200,14200,BK31,36047014200.0
2086,4093401,93401,QN10,36081093401.0
2087,4093402,93402,QN10,36081093402.0
2088,4093800,93800,QN10,36081093800.0
2089,3031400,31400,BK26,36047031400.0
2090,3034800,34800,BK21,36047034800.0
2091,1001800,1800,MN27,36061001800.0
2092,1004100,4100,MN24,36061004100.0
2093,1024100,24100,MN36,36061024100.0
2094,1024700,24700,MN36,36061024700.0
2095,4051700,51700,QN30,36081051700.0
2096,4060701,60701,QN21,36081060701.0
2097,4111300,111300,QN46,36081111300.0
2098,4112300,112300,QN46,36081112300.0
2099,1016800,16800,MN33,36061016800.0
2100,4035800,35800,QN66,36081035800.0
2101,4064600,64600,QN66,36081064600.0
2102,4047500,47500,QN29,36081047500.0
2103,4047900,47900,QN50,36081047900.0
2104,4056100,56100,QN99,36081056100.0
2105,4056500,56500,QN19,36081056500.0
2106,3077200,77200,BK42,36047077200.0
2107,3077000,77000,BK42,36047077000.0
2108,3078600,78600,BK42,36047078600.0
2109,3078800,78800,BK42,36047078800.0
2110,4101002,101002,QN15,36081101002.0
2111,3020300,20300,BK64,36047020300.0
2112,3019900,19900,BK69,36047019900.0
2113,3020100,20100,BK69,36047020100.0
2114,3017700,17700,BK99,36047017700.0
2115,3050600,50600,BK42,36047050600.0
2116,2043100,43100,BX43,36005043100.0
2117,2043500,43500,BX99,36005043500.0
2118,5005000,5000,SI14,36085005000.0
2119,5009601,9601,SI36,36085009601.0
2120,4042600,42600,QN08,36081042600.0
2121,4043200,43200,QN08,36081043200.0
2122,2011000,11000,BX52,36005011000.0
2123,4097300,97300,QN49,36081097300.0
2124,4098100,98100,QN49,36081098100.0
2125,3001800,1800,BK32,36047001800.0
2126,3014300,14300,BK37,36047014300.0
2127,4081800,81800,QN55,36081081800.0
2128,4084602,84602,QN55,36081084602.0
2129,4079702,79702,QN22,36081079702.0
2130,4080301,80301,QN62,36081080301.0
2131,4079300,79300,QN99,36081079300.0
2132,4080900,80900,QN37,36081080900.0
2133,1014200,14200,MN40,36061014200.0
2134,1014300,14300,MN99,36061014300.0
2135,3036100,36100,BK79,36047036100.0
2136,3090000,90000,BK81,36047090000.0
2137,3031100,31100,BK61,36047031100.0
2138,3031300,31300,BK61,36047031300.0
2139,5022800,22800,SI05,36085022800.0
2140,5013800,13800,SI25,36085013800.0
2141,5027900,27900,SI24,36085027900.0
2142,4075701,75701,QN17,36081075701.0
2143,2006000,6000,BX75,36005006000.0
2144,2006200,6200,BX08,36005006200.0
2145,1001300,1300,MN25,36061001300.0
2146,1002100,2100,MN24,36061002100.0
2147,5012805,12805,SI25,36085012805.0
2148,5012806,12806,SI25,36085012806.0
2149,3096000,96000,BK50,36047096000.0
2150,3096200,96200,BK50,36047096200.0
2151,4077300,77300,QN60,36081077300.0
2152,4013400,13400,QN60,36081013400.0
2153,4064102,64102,QN99,36081064102.0
2154,4024300,24300,QN50,36081024300.0
2155,4051500,51500,QN30,36081051500.0
2156,4014100,14100,QN70,36081014100.0
2157,4029900,29900,QN99,36081029900.0
2158,4071100,71100,QN17,36081071100.0
2159,4071305,71305,QN17,36081071305.0
2160,4038100,38100,QN26,36081038100.0
2161,4038302,38302,QN99,36081038302.0
2162,4017800,17800,QN55,36081017800.0
2163,4084000,84000,QN55,36081084000.0
2164,3061002,61002,BK19,36047061002.0
2165,3061004,61004,BK19,36047061004.0
